CustomerID,StockCode,Description,Quantity,UnitPrice
12600,21481,"FAWN BLUE HOT WATER BOTTLE",6,2.95
12600,35651,"VINTAGE BEAD PINK SCARF ",12,1.65
12600,85014B,"RED RETROSPOT UMBRELLA",12,5.95
12600,85099B,"JUMBO BAG RED RETROSPOT",30,1.95
12600,POST,POSTAGE,1,18
12600,POST,POSTAGE,1,18
12605,22331,"WOODLAND PARTY BAG + STICKER SET",-1,1.65
12605,22333,"RETROSPOT PARTY BAG + STICKER SET",-1,1.65
12605,22956,"36 FOIL HEART CAKE CASES",-2,2.1
12621,17003,"BROCADE RING PURSE ",36,0.21
12621,20973,"12 PENCIL SMALL TUBE WOODLAND",24,0.65
12621,21680,"WOODLAND  STICKERS",36,0.85
12621,21881,"CUTE CATS TAPE",24,0.19
12621,22074,"6 RIBBONS SHIMMERING PINKS",24,0.42
12621,22077,"6 RIBBONS RUSTIC CHARM",12,1.65
12621,22190,"LOCAL CAFE MUG",24,0.85
12621,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",30,2.95
12621,22331,"WOODLAND PARTY BAG + STICKER SET",24,1.65
12621,22355,"CHARLOTTE BAG SUKI DESIGN",30,0.85
12621,22423,"REGENCY CAKESTAND 3 TIER",16,10.95
12621,22551,"PLASTERS IN TIN SPACEBOY",24,1.65
12621,22585,"PACK OF 6 BIRDY GIFT TAGS",12,1.25
12621,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",2,8.5
12621,22652,"TRAVEL SEWING KIT",10,1.65
12621,22654,"DELUXE SEWING KIT ",6,5.95
12621,22725,"ALARM CLOCK BAKELIKE CHOCOLATE",12,3.75
12621,22727,"ALARM CLOCK BAKELIKE RED ",12,3.75
12621,22730,"ALARM CLOCK BAKELIKE IVORY",12,3.75
12621,22752,"SET 7 BABUSHKA NESTING BOXES",24,7.65
12621,22834,"HAND WARMER BABUSHKA DESIGN",48,0.85
12621,22837,"HOT WATER BOTTLE BABUSHKA ",36,4.25
12621,22891,"TEA FOR ONE POLKADOT",6,4.25
12621,22943,"CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",3,4.95
12621,22960,"JAM MAKING SET WITH JARS",6,4.25
12621,22961,"JAM MAKING SET PRINTED",12,1.45
12621,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",6,2.1
12621,22972,"CHILDREN'S SPACEBOY MUG",12,1.65
12621,22972,"CHILDREN'S SPACEBOY MUG",-7,1.65
12621,22973,"CHILDREN'S CIRCUS PARADE MUG",12,1.65
12621,85205B,"PINK FELT EASTER RABBIT GARLAND",12,2.55
12621,POST,POSTAGE,6,18
12621,POST,POSTAGE,2,18
12647,20685,"DOORMAT RED RETROSPOT",10,6.75
12647,21035,"SET/2 RED RETROSPOT TEA TOWELS",12,2.95
12647,21272,"SALLE DE BAIN HOOK",12,1.25
12647,21452,"TOADSTOOL MONEY BOX",6,2.95
12647,21452,"TOADSTOOL MONEY BOX",-4,2.95
12647,21731,"RED TOADSTOOL LED NIGHT LIGHT",-1,1.65
12647,21731,"RED TOADSTOOL LED NIGHT LIGHT",12,1.65
12647,21789,"KIDS RAIN MAC PINK",24,0.85
12647,21789,"KIDS RAIN MAC PINK",24,0.85
12647,21949,"SET OF 6 STRAWBERRY CHOPSTICKS",12,1.25
12647,22199,"FRYING PAN RED RETROSPOT",24,3.75
12647,22199,"FRYING PAN RED RETROSPOT",4,4.25
12647,22199,"FRYING PAN RED RETROSPOT",-4,4.25
12647,22200,"FRYING PAN PINK POLKADOT",4,4.25
12647,22200,"FRYING PAN PINK POLKADOT",4,4.25
12647,22202,"MILK PAN PINK POLKADOT",-1,3.75
12647,22202,"MILK PAN PINK POLKADOT",4,3.75
12647,22203,"MILK PAN RED RETROSPOT",4,3.75
12647,22203,"MILK PAN RED RETROSPOT",-1,3.75
12647,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",12,1.65
12647,22244,"3 HOOK HANGER MAGIC GARDEN",12,1.95
12647,22452,"MEASURING TAPE BABUSHKA PINK",6,2.95
12647,22505,"MEMO BOARD COTTAGE DESIGN",4,4.95
12647,22505,"MEMO BOARD COTTAGE DESIGN",4,4.95
12647,22507,"MEMO BOARD RETROSPOT  DESIGN",4,4.95
12647,22624,"IVORY KITCHEN SCALES",2,8.5
12647,22624,"IVORY KITCHEN SCALES",2,8.5
12647,22625,"RED KITCHEN SCALES",2,8.5
12647,22626,"BLACK KITCHEN SCALES",1,8.5
12647,22722,"SET OF 6 SPICE TINS PANTRY DESIGN",4,3.95
12647,22841,"ROUND CAKE TIN VINTAGE GREEN",1,0
12647,22842,"BISCUIT TIN VINTAGE RED",2,6.75
12647,22843,"BISCUIT TIN VINTAGE GREEN",2,6.75
12647,22846,"BREAD BIN DINER STYLE RED ",4,14.95
12647,22847,"BREAD BIN DINER STYLE IVORY",4,14.95
12647,22847,"BREAD BIN DINER STYLE IVORY",1,16.95
12647,22847,"BREAD BIN DINER STYLE IVORY",-1,14.95
12647,22892,"SET OF SALT AND PEPPER TOADSTOOLS",12,1.25
12647,22961,"JAM MAKING SET PRINTED",12,1.45
12647,22962,"JAM JAR WITH PINK LID",12,0.85
12647,22963,"JAM JAR WITH GREEN LID",12,0.85
12647,22968,"ROSE COTTAGE KEEPSAKE BOX ",4,9.95
12647,47559B,"TEA TIME OVEN GLOVE",20,1.25
12647,84050,"PINK HEART SHAPE EGG FRYING PAN",6,1.65
12647,84968A,"SET OF 16 VINTAGE ROSE CUTLERY",1,12.75
12647,84968A,"SET OF 16 VINTAGE ROSE CUTLERY",2,12.75
12647,84968C,"SET OF 16 VINTAGE PISTACHIO CUTLERY",4,12.75
12647,84997D,"PINK 3 PIECE POLKADOT CUTLERY SET",6,3.75
12647,85055,"FRENCH ENAMEL UTENSIL HOLDER",4,3.75
12647,POST,POSTAGE,3,18
12647,POST,POSTAGE,1,18
12647,POST,POSTAGE,5,18
12647,POST,POSTAGE,2,18
12649,22859,"EASTER TIN BUNNY BOUQUET",-6,1.65
12649,22860,"EASTER TIN CHICKS PINK DAISY",-6,1.65
12662,20712,"JUMBO BAG WOODLAND ANIMALS",10,1.95
12662,20713,"JUMBO BAG OWLS",10,1.95
12662,22242,"5 HOOK HANGER MAGIC TOADSTOOL",12,1.65
12662,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",12,1.65
12662,22244,"3 HOOK HANGER MAGIC GARDEN",12,1.95
12662,22549,"PICTURE DOMINOES",12,1.45
12662,22809,"SET OF 6 T-LIGHTS SANTA",6,2.95
12662,22837,"HOT WATER BOTTLE BABUSHKA ",4,4.65
12662,22969,"HOMEMADE JAM SCENTED CANDLES",12,1.45
12662,22973,"CHILDREN'S CIRCUS PARADE MUG",12,1.65
12662,47421,"ASSORTED COLOUR LIZARD SUCTION HOOK",24,0.42
12662,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",6,2.55
12662,84569B,"PACK 3 FIRE ENGINE/CAR PATCHES",12,1.25
12662,84945,"MULTI COLOUR SILVER T-LIGHT HOLDER",12,0.85
12662,POST,POSTAGE,1,18
12666,22474,"SPACEBOY TV DINNER TRAY",-32,4.25
12666,84792,"ENCHANTED BIRD COATHANGER 5 HOOK",-24,3.81
12668,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",6,2.95
12668,21035,"SET/2 RED RETROSPOT TEA TOWELS",6,2.95
12668,21165,"BEWARE OF THE CAT METAL SIGN ",12,1.69
12668,21231,"SWEETHEART CERAMIC TRINKET BOX",12,1.25
12668,21232,"STRAWBERRY CERAMIC TRINKET BOX",24,1.25
12668,21527,"RED RETROSPOT TRADITIONAL TEAPOT ",6,7.95
12668,21731,"RED TOADSTOOL LED NIGHT LIGHT",12,1.65
12668,21880,"RED RETROSPOT TAPE",24,0.19
12668,21881,"CUTE CATS TAPE",24,0.19
12668,21884,"CAKES AND BOWS GIFT  TAPE",24,0.19
12668,22064,"PINK DOUGHNUT TRINKET POT ",12,1.65
12668,22117,"METAL SIGN HER DINNER IS SERVED ",12,0.85
12668,22378,"WALL TIDY RETROSPOT ",40,0.85
12668,22396,"MAGNETS PACK OF 4 RETRO PHOTO",24,0.42
12668,22554,"PLASTERS IN TIN WOODLAND ANIMALS",12,1.65
12668,22644,"CERAMIC CHERRY CAKE MONEY BANK",12,1.45
12668,37448,"CERAMIC CAKE DESIGN SPOTTED MUG",12,1.49
12668,47567B,"TEA TIME KITCHEN APRON",3,5.95
12668,47570B,"TEA TIME TABLE CLOTH",2,10.65
12668,48185,"DOORMAT FAIRY CAKE",2,7.95
12668,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,0.42
12668,82613D,"METAL SIGN CUPCAKE SINGLE HOOK",20,0.42
12668,84509G,"SET OF 4 FAIRY CAKE PLACEMATS",12,1.25
12668,POST,POSTAGE,4,18
12681,20681,"PINK POLKADOT CHILDRENS UMBRELLA",6,3.25
12681,20682,"RED RETROSPOT CHILDRENS UMBRELLA",6,3.25
12681,20719,"WOODLAND CHARLOTTE BAG",10,0.85
12681,21064,"BOOM BOX SPEAKER BOYS",4,5.95
12681,21121,"SET/10 RED POLKADOT PARTY CANDLES",24,1.25
12681,21124,"SET/10 BLUE POLKADOT PARTY CANDLES",24,1.25
12681,21137,"BLACK RECORD COVER FRAME",4,3.75
12681,21212,"PACK OF 72 RETROSPOT CAKE CASES",24,0.55
12681,21224,"SET/4 SKULL BADGES",10,1.25
12681,21238,"RED RETROSPOT CUP",16,0.85
12681,21506,"FANCY FONT BIRTHDAY CARD, ",12,0.42
12681,21544,"SKULLS  WATER TRANSFER TATTOOS ",12,0.85
12681,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",6,2.55
12681,21680,"WOODLAND  STICKERS",12,0.85
12681,21700,"BIG DOUGHNUT FRIDGE MAGNETS",12,0.85
12681,21719,"LOVELY BONBON STICKER SHEET",12,0.85
12681,21721,"CANDY SHOP  STICKER SHEET",12,0.85
12681,21731,"RED TOADSTOOL LED NIGHT LIGHT",72,1.65
12681,22027,"TEA PARTY BIRTHDAY CARD",12,0.42
12681,22037,"ROBOT BIRTHDAY CARD",12,0.42
12681,22041,"RECORD FRAME 7" SINGLE SIZE"",6,2.55
12681,22181,"SNOWSTORM PHOTO FRAME FRIDGE MAGNET",12,0.85
12681,22191,"IVORY DINER WALL CLOCK",2,8.5
12681,22300,"COFFEE MUG DOG + BALL DESIGN",12,2.55
